query,id,title,abstract,fos,score
converting text to speech,1658560081,Real-time text processing for Italian speech synthesis,"The paper describes the software architecture of an Italian text-to-speech synthesis system based on joining LPC coded diphones. automatic voice response is designed according to multichannel and real time criteria. For each output channel, following operations are performed: pre-processing input string characters, translation into proper sequence diphones, generation prosodic contours real-time control hardware speech synthesizer.","Speech processing, Speech recognition, Computer science, Software architecture, Natural language processing, Automatic Generation Control, Speech synthesis, Real-time Control System, Voice activity detection, Artificial intelligence, Text processing, Linear predictive coding",3
converting text to speech,2114190875,Text-to-speech voice adaptation from sparse training data.,"Voice adaptation describes the process of converting output text-to-speech synthesizer voice to sound like different after training in which only small amount desired target speaker’s speech is seen. We employ locally linear conversion function based on Gaussian mixture models map bark-scaled line spectral frequencies. compare performance for three estimation methods while varying number components and data used training. An objective evaluation revealed that all yield similar test results. In perceptual tests, listeners judged converted quality as acceptable fairly successful adapting speaker.","Speech recognition, Mixture model, Pattern recognition, Artificial intelligence, Speech synthesis, Computer science",3
efficient estimation of word representations in vector space,1597195725,VECTOR SPACE MODELS OF WORD MEANING AND PHRASE MEANING: A SURVEY,"Distributional models represent word through the contexts in which it has been observed. They can be used to predict similarity meaning, based on distributional hypothesis, states that two words occur similar tend have meanings. approaches are often implemented vector space models. as point high-dimensional space, where each dimension stands for context item, and word's coordinates its counts. Occurrence then means proximity space. In this survey we look at use of describe meaning phrases: phenomena address, techniques they do so. Many described terms semantic similarity: synonymy, priming, categorization, typicality predicate's arguments. But more than just similarity. very flexible tool, because make all linear algebra, with data structures operations. The dimensions stand many things: words, or non-linguistic like images, properties concept. And matrices higher-order arrays instead vectors representing complex relationships. Polysemy is tough problem approaches, representation learned from will conflate different senses word. It addressed, using either clustering combination techniques. Finally, phrases, usually constructed by combining vectors. Vector phrases phrase similarity, some argue form basis general-purpose framework natural language semantics.","Linear algebra, Semantics, Predicate (grammar), Linguistics, Phrase, Natural language processing, Synonym, Categorization, Polysemy, Computer science, Semantic similarity, Pattern recognition, Artificial intelligence",3
big data,2399137150,Big Data Meet Green Challenges: Greening Big Data,"Nowadays, there are two significant tendencies, how to process the enormous amount of data, big and deal with green issues related sustainability environmental concerns. An interesting question is whether inherent correlations between tendencies in general. To answer this question, paper firstly makes comprehensive literature survey on data systems terms whole life cycle processing, then studies relevance metrics proposes new metrics, effective energy efficiency resource order bring views potentials for future times data.","Efficient energy use, Management science, Resource efficiency, Sustainability, Real-time computing, Data analysis, Test data generation, Computer science, Greening, Big data, Data mining",3
converting text to speech,1543890555,Improving speech synthesis of machine translation output,"Speech synthesizers are optimized for fluent natural text. However, in speech to translation system, they have process machine output, which is often not fluent. Rendering translations as makes them even harder understand than the synthesis of synthesizer must deal with disfluencies order be comprehensible and communicate content. In this paper, we explore three strategies that address different problems found output. By carrying out listening tasks measuring transcription accuracies, find these methods can make more intelligible.","Machine translation software usability, Speech recognition, Synchronous context-free grammar, Transfer-based machine translation, Speech translation, Example-based machine translation, Natural language processing, Speech synthesis, Rule-based machine translation, Computer-assisted translation, Computer science, Artificial intelligence",0
reinforcement learning in video game,2607380417,Evaluating Persuasion Strategies and Deep Reinforcement Learning methods for Negotiation Dialogue agents,"In this paper we present comparative evaluation of various negotiation strategies within an online version the game “Settlers Catan”. The comparison is based on human subjects playing games against artificial game-playing agents (‘bots’) which implement different dialogue strategies, using chat interface to negotiate trades. Our results suggest that strategy uses persuasion, as well trained from data Deep Reinforcement Learning, both lead improved win rate humans, compared previous rule-based and supervised learning baseline negotiators.","Artificial intelligence, Supervised learning, Computer science, Machine learning, Natural language processing, Reinforcement learning, Persuasion, Negotiation",3
reinforcement learning in video game,2107258367,Deep Apprenticeship Learning for Playing Video Games,"Recently it has been shown that deep neural networks can learn to play Atari games by directly observing raw pixels of the playing area. We show how apprenticeship learning be applied in this setting so an agent perform task (i.e. game) expert, without any explicitly provided knowledge game’s internal state or objectives.","Machine learning, Reinforcement learning, Deep learning, Artificial neural network, Apprenticeship learning, Computer science, Artificial intelligence",2
reinforcement learning in video game,2191395120,An object-oriented approach to reinforcement learning in an action game,"In this work, we look at the challenge of learning in an action game, Infinite Mario. Learning to play game can be divided into two distinct but related problems, object-related behavior and selecting primitive action. We propose framework that allows for use reinforcement both these problems. present promising results some instances identify problems might affect learning.","Computer science, Machine learning, Sequential game, Action learning, Multi-task learning, Robot learning, Reinforcement learning, Object-oriented programming, Artificial intelligence",3
converting text to speech,2106409449,Text-to-Audiovisual Speech Synthesizer,"This paper describes text-to-audiovisual speech synthesizer system incorporating the head and eye movements. The face is modeled using set of images human subject. Visemes, that are lip phonemes, extracted from recorded video. smooth transition between visemes achieved by morphing along correspondence obtained optical flows. also methods for introducing nonverbal mechanisms in visual communication such as blinks nods. For movements, simple mask based approach used. View used to generate movement. complete audiovisual sequence constructed concatenating viseme transitions synchronizing stream with audio stream. An effort has been made integrate all these features into single system, which takes text, movement parameters produces","Speech processing, Morphing, Speech recognition, Visual communication, Viseme, Computer facial animation, Speech synthesis, Computer vision, Facial expression, Computer science, Optical flow, Artificial intelligence",3
natural language interface,2269738476,Constructing an interactive natural language interface for relational databases,"Natural language has been the holy grail of query interface designers, but generally considered too hard to work with, except in limited specific circumstances. In this paper, we describe architecture an interactive natural for relational databases. Through carefully interaction with user, are able correctly interpret complex queries, generic manner across range domains. By these means, logically English sentence is translated into SQL query, which may include aggregation, nesting, and various types joins, among other things, can be evaluated against RDBMS. We have constructed system, NaLIR (Natural Language Interface Relational databases), embodying ideas. Our experimental assessment, through user studies, demonstrates that good enough usable practice: even naive users specify quite ad-hoc queries.","Computer science, Data mining, Database, Relational database, Natural language programming, Natural language processing, Query language, Sargable, Natural language user interface, RDF query language, SQL, Query by Example, Artificial intelligence",3
reinforcement learning in video game,2048972052,Reinforcement Learning in Video Games Using Nearest Neighbor Interpolation and Metric Learning,"Reinforcement learning (RL) has had mixed success when applied to games. Large state spaces and the curse of dimensionality have limited ability for RL techniques learn play complex games in reasonable length time. We discuss modification Q-learning use nearest neighbor states exploit previous experience early stages learning. weighting on features is learned using metric techniques, such that neighboring represent similar game situations. Our method tested arcade Frogger, it shown some effects can be mitigated.","Instance-based learning, Learning classifier system, Active learning (machine learning), Machine learning, Reinforcement learning, Large margin nearest neighbor, Unsupervised learning, k-nearest neighbors algorithm, Curse of dimensionality, Mathematics, Artificial intelligence, Pattern recognition",3
big data,2323506184,Big Data Integration,,"Data mining, Computer science, Big data",3
converting text to speech,2172099251,Text normalization for Croatian speech synthesis,"This paper presents text normalization which is an integral part of any text-to-speech (TTS) synthesis system. Text set methods with task to write non-standard words (NSW) in full expanded form. The algorithms transform NSW into Croatian text: numbers, dates, times, abbreviations, acronyms and the most common symbols their form are presented. whole taxonomy for classification language together rule-based combined lookup dictionary proposed. concludes discussion on possible integration proposed existing","Croatian, Statistical classification, Text normalization, Rule-based system, Normalization (statistics), Natural language processing, Knowledge-based systems, Speech synthesis, Computer science, Artificial intelligence, Text mining",3
reinforcement learning in video game,1990524978,Learning and evolving combat game controllers,"The design of the control mechanisms for agents in modern video games is one main tasks involved game process. Designing controllers grows complexity as either number different or possible actions increase. An alternative mechanism to hard-coding agent use learning techniques. This paper introduces two new variants hybrid algorithm, named WEREWoLF and WERESARSA, that combine evolutionary techniques with reinforcement learning. Both algorithms allow group be recombined an iterative process uses both evolution These have been tested against instances predefined on one-on-one combat simulator, underlying mechanics similar classic arcade this kind. results compared other controllers, showing outperforms series conditions.","Artificial intelligence, Simulation, Machine learning, Learning classifier system, Hybrid algorithm, Computer science, Evolutionary computation, Reinforcement learning, Evolutionary robotics, Game design, Iterative and incremental development, Game mechanics",3
natural language interface,2557851318,Learning a Natural Language Interface with Neural Programmer,"Learning natural language interface for database tables is challenging task that involves deep understanding and multi-step reasoning. The often approached by mapping queries to logical forms or programs provide the desired response when executed on database. To our knowledge, this paper presents first weakly supervised, end-to-end neural network model induce such real-world dataset. We enhance objective function of Neural Programmer, with built-in discrete operations, apply it WikiTableQuestions, question-answering trained weak supervision question-answer pairs, does not require domain-specific grammars, rules, annotations are key elements in previous approaches program induction. main experimental result single Programmer achieves 34.2% accuracy using only 10,000 examples supervision. An ensemble 15 models, trivial combination technique, 37.7% accuracy, which competitive current state-of-the-art 37.1% obtained traditional semantic parser.","Universal Networking Language, Machine learning, Natural language processing, Natural language, Parsing, Artificial intelligence, Deep learning, Artificial neural network, Computer science, Language identification, Natural language programming, Natural language user interface",3
efficient estimation of word representations in vector space,1973942085,A Structured Vector Space Model for Word Meaning in Context,"We address the task of computing vector space representations for meaning word occurrences, which can vary widely according to context. This is crucial step towards robust, vector-based compositional account sentence meaning. argue that existing models this do not take syntactic structure sufficiently into account.  We present novel structured model addresses these issues by incorporating selectional preferences words' argument positions. makes it possible integrate syntax computation in In addition, performs at and above state art modeling contextual adequacy paraphrases.","Computer science, Artificial intelligence, Computation, Natural language processing, Distributional semantics, Machine learning, Vector space, Vector space model, Syntax, Sentence",3
efficient estimation of word representations in vector space,1614298861,Efficient Estimation of Word Representations in Vector Space,"We propose two novel model architectures for computing continuous vector representations of words from very large data sets. The quality these is measured in word similarity task, and the results are compared to previously best performing techniques based on different types neural networks. observe improvements accuracy at much lower computational cost, i.e. it takes less than day learn high vectors 1.6 billion set. Furthermore, we show that provide state-of-the-art performance our test set measuring syntactic semantic similarities.","Word embedding, Word2vec, Artificial intelligence, Distributional semantics, Machine learning, Data set, Natural language processing, Artificial neural network, Computer science, Syntax, Vector space, Test set",3
reinforcement learning in video game,2048993376,Reinforcement learning for games: failures and successes,"We apply CMA-ES, an evolution strategy with covariance matrix adaptation, and TDL (Temporal Difference Learning) to reinforcement learning tasks. In both cases these algorithms seek optimize neural network which provides the policy for playing simple game (TicTacToe). Our contribution is study effect of varying conditions on speed quality. Certain initial failures wrong fitness functions lead development new functions, allow fast learning. These in combination CMA-ES reduce number required games needed training same order magnitude as TDL. The selection suitable features also critical importance success. It could be shown that using raw board position input feature not very effective -- it orders magnitudes slower than different sets exploit symmetry game. develop measure ""feature set utility"", allows characterize given advance. show lower bound provided by largely accordance results from our repeated experiments algorithms,","Active learning (machine learning), Learning classifier system, Machine learning, Mathematical optimization, Semi-supervised learning, Artificial intelligence, Wake-sleep algorithm, Reinforcement learning, Online machine learning, Computer science, Feature learning, Stability (learning theory)",3
efficient estimation of word representations in vector space,2015809793,Prediction performance of support vector machines on input vector normalization methods,"Support vector machines (SVM) based on the statistical learning theory is currently one of most popular and efficient approaches for pattern recognition problem, because their remarkable performance in terms prediction accuracy. It is, however, required to choose proper normalization method input vectors order improve system performance. Various methods SVMs have been studied this research results showed that could affect The be useful determining achieve best SVMs.","Support vector machine, Normalization (statistics), Statistical learning theory, Machine learning, Pattern recognition, Artificial intelligence, Computer science, Unit vector",0
natural language interface,1531381759,Natural Language Interface Construction Using Semantic Grammars,"This paper is study on constructing natural language interface to relational databases, which accepts questions as inputs and generates textual responses. The question translated into SQL query using semantic grammar then, database management system left find the result table with its own specialized optimization planning techniques. responses are generated from based another type. Experimental results show that this approach can analyze wide range of high accuracy produce reasonable","Machine learning, Data definition language, Computer science, Universal Networking Language, Semantic computing, View, Natural language processing, Data control language, Natural language user interface, Semantic compression, Query by Example, Artificial intelligence",3
efficient estimation of word representations in vector space,2585927507,Towards understanding word embeddings: Automatically explaining similarity of terms,"Word embedding techniques (e.g., Word2Vec, GloVe) have been recently used for variety of applications with quite good rate success. They allow to capture word semantics and syntactics decreased dimensionality based on the concept distributional vector representations. Vector representations can be then similarity comparison. However, if we treat embeddings as kind encryption process, it is difficult decrypt their meaning. This makes problematic justify why particular terms should considered similar well prove that overall quality trained space high. Evaluating accuracy computation between any two given due lack concrete evidences explain support similarity. In this paper, propose novel way automatically extract represented term pairs arbitrary terms. Our approach unsupervised applied either homogeneous or heterogeneous spaces.","Artificial intelligence, Semantics, Machine learning, Data mining, Computation, Word2vec, Word embedding, Computer science, Encryption, Curse of dimensionality, Vector space, Big data",3
natural language interface,1722846244,A natural language query interface to structured information,"Accessing structured data such as that encoded in ontologies and knowledge bases can be done using either syntactically complex formal query languages like SPARQL or complicated form interfaces require expensive customisation to each particular application domain. This paper presents the QuestIO system natural language interface for accessing information, is domain independent easy use without training. It aims bring simplicity of Google's search conceptual retrieval by automatically converting short queries into ones, which then executed against any semantic repository.  QuestIO was developed specifically robustwith regard ambiguities, incomplete ill-formed queries, harnessing structure ontologies, fuzzy stringmatching, ontology-motivated similarity metrics.","Data mining, Concept search, Universal Networking Language, Database, Natural language processing, Computer science, Data model, Query language, RDF query language, SPARQL, Data control language, Natural language user interface, Artificial intelligence",3
converting text to speech,2097321121,Speech-to-text and speech-to-speech summarization of spontaneous speech,"This paper presents techniques for speech-to-text and speech-to-speech automatic summarization based on speech unit extraction concatenation. For the former case, two-stage method consisting of important sentence word-based compaction is investigated. Sentence word units which maximize weighted sum linguistic likelihood, amount information, confidence measure, grammatical likelihood concatenated are extracted from recognition results producing summaries. latter sentences, words, between-filler investigated as to be original speech. These methods applied unrestricted-domain spontaneous presentations evaluated by objective subjective measures. It was confirmed that proposed effective in summarization.","Speech processing, Speech recognition, Automatic summarization, Artificial intelligence, Feature extraction, Sentence extraction, Pattern recognition, Information extraction, Concatenation, Sentence, Computer science, Text mining",0
converting text to speech,2123003832,Spectral voice conversion for text-to-speech synthesis,"new voice conversion algorithm that modifies source speaker's speech to sound as if produced by target speaker is presented. It applied residual-excited LPC text-to-speech diphone synthesizer. Spectral parameters are mapped using locally linear transformation based on Gaussian mixture models whose trained joint density estimation. The residuals adjusted match the speakers average pitch. To study effects of amount training performance, data sets varying sizes created automatically selecting subsets all available diphones vector quantization method. In an objective evaluation, proposed method found perform more reliably for small than previous approach. perceptual tests, it was shown nearly optimal spectral performance achieved, even with data. However, quality improved increases in set size.","Density estimation, Speech recognition, Diphone, Gaussian process, Mixture model, Vector quantization, Artificial intelligence, Speech synthesis, Pattern recognition, Estimation theory, Computer science, Linear predictive coding",3
efficient estimation of word representations in vector space,1984621752,Learning an optimal distance metric in a linguistic vector space,"Much natural language processing still depends on the Euclidean distance function between two feature vectors, but suffers from severe defects as to weightings and correlations. In this paper we propose an optimal metric that can be used alternative distance, accommodating problems at same time. This is in sense of global quadratic minimization, obtained clusters training data supervised fashion.We have confirmed effect proposed by sentence retrieval, document K-means clustering general vectorial data. 2006 Wiley Periodicals, Inc. Syst Comp Jpn, 37(9): 12–21, 2006; Published online InterScience (). DOI 10.1002sscj.20533","Artificial intelligence, Machine learning, Intrinsic metric, Metric (mathematics), Jaro–Winkler distance, Minkowski distance, Chebyshev distance, Algorithm, Euclidean distance, Euclidean distance matrix, Computer science, Distance matrix",1
natural language interface,2296769737,A natural language interface for querying general and individual knowledge,"Many real-life scenarios require the joint analysis of general knowledge, which includes facts about world, with individual relates to opinions or habits individuals. Recently developed crowd mining platforms, were designed for such tasks, are major step towards solution. However, these platforms users specify their information needs in formal, declarative language, may be too complicated naive users. To make and knowledge accessible public, it is desirable provide an interface that translates user questions, posed natural language (NL), into formal query languages support.  While translation NL questions queries over conventional databases has been studied previous work, setting mixed raises unique challenges. In particular, support distinct constructs associated two types question must partitioned translated using different means; yet eventually all parts should seamlessly combined well-formed query. account challenges, we design implement modular framework employs new solutions along state-of-the art parsing tools. The results our experimental study, involving real on various topics, demonstrate provides high-quality many not handled by","Natural language, Computer science, Parsing, Data mining, Database, Information needs, General knowledge, Query language, Descriptive knowledge, Natural language processing, Natural language user interface, Declarative programming, Artificial intelligence",3
reinforcement learning in video game,2753316839,Deep Learning for Video Game Playing.,"In this article, we review recent Deep Learning advances in the context of how they have been applied to play different types video games such as first-person shooters, arcade games, and real-time strategy games. We analyze unique requirements that game genres pose deep learning system highlight important open challenges applying these machine methods general playing, dealing with extremely large decision spaces sparse rewards.","Machine learning, Game art design, Artificial intelligence, Turns, rounds and time-keeping systems in games, Multimedia, Video game design, Simulation, Game Developer, Game design, Computer science, General game playing, Emergent gameplay, Game mechanics",2
reinforcement learning in video game,2362143032,ViZDoom: A Doom-based AI research platform for visual reinforcement learning,"The recent advances in deep neural networks have led to effective vision-based reinforcement learning methods that been employed obtain human-level controllers Atari 2600 games from pixel data. games, however, do not resemble real-world tasks since they involve non-realistic 2D environments and the third-person perspective. Here, we propose novel test-bed platform for research raw visual information which employs first-person perspective semi-realistic 3D world. software, called ViZDoom, is based on classical shooter video game, Doom. It allows developing bots play game using screen buffer. ViZDoom lightweight, fast, highly customizable via convenient mechanism of user scenarios. In experimental part, test environment by trying learn two scenarios: basic move-and-shoot task more complex maze-navigation problem. Using convolutional with Q-learning experience replay, both scenarios, were able train competent bots, exhibit human-like behaviors. results confirm utility as an AI imply realistic feasible.","Visualization, Artificial intelligence, Simulation, Computer science, Machine learning, Visual learning, Reinforcement learning, Artificial neural network, Software, Scenario, Screen buffer",3
natural language interface,2125541136,A natural language interface for performing database updates,"Although natural language database interfaces have been developed for query processing, the problem of updates has not generally considered. To interpret update requests, several issues must be addressed that do typically pose difficulties when dealing exclusively with queries. This paper examines problems encountered, and describes an implemented system performs simple updates. Examples system's operation are presented, efficacy overall method is discussed.","Semantics, Natural language, Database, Data mining, Natural language programming, Query language, Natural language processing, Language identification, Programming language, Natural language user interface, Computational semantics, Data control language, Artificial intelligence, Computer science",3
reinforcement learning in video game,2744714095,A Secure Mobile Crowdsensing Game With Deep Reinforcement Learning,"Mobile crowdsensing (MCS) is vulnerable to faked sensing attacks, as selfish smartphone users sometimes provide results the MCS server save their costs and avoid privacy leakage. In this paper, interactions between an number of are formulated Stackelberg game, in which leader first determines broadcasts its payment policy for each accuracy. Each user follower chooses effort thus accuracy afterward receive based on estimated by server. The equilibria secure game presented, disclosing conditions motivate accurate sensing. Without knowing models dynamic version system can apply deep Q-network (DQN), reinforcement learning technique combining techniques, derive optimal against attacks. DQN-based uses convolutional neural network accelerate process with high-dimensional state space action set, improve performance users. Simulation show that proposed stimulates high-quality services suppresses compared Q-learning-based system.","Mobile telephony, Stackelberg competition, Deep learning, Reinforcement learning, Computer science, State space, Convolutional neural network, Distributed computing, Server, Mobile computing, Artificial intelligence",3
reinforcement learning in video game,1982506495,On verifying game designs and playing strategies using reinforcement learning,"In this paper we elaborate on the application of reinforcement learning to design new strategy game. We deal with playability and issues, attempting use intelligently generated self-playing sequences determine various initial board configurations. The machine's priori knowledge about game is restricted rules only, so, initially encouraging intuitive results suggest that verification may be useful range problems.","Active learning (machine learning), Robot learning, Reinforcement learning, Game design, Machine learning, Simulation, Artificial intelligence, Game mechanics, Computer science",3
converting text to speech,2171121512,Generating expressive speech for storytelling applications,"Work on expressive speech synthesis has long focused the expression of basic emotions. In recent years, however, interest in other styles been increasing. The research presented this paper aims at generation storytelling speaking style, which is suitable for applications and more general, aimed children. Based an analysis human storytellers' speech, we designed implemented set prosodic rules converting ""neutral"" as produced by text-to-speech system, into speech. An evaluation our system showed encouraging results","Speech processing, Natural language, Speech recognition, Application software, Computer science, Prosody, Storytelling, Intelligent agent, Emotion classification, Speech synthesis",3
natural language interface,2275038102,Interacting with data warehouse by using a natural language interface,"Writing Online Analytical Processing (OLAP) queries for data warehouses is complex and skill requiring task especially the novel users. The situation becomes more critical when low skilled person wants to access or analyze his business from warehouse. These scenarios require expertise skills in terms of understanding writing accurate functional queries. However, these tasks can be simplified by providing an easy interface In order resolve all such issues, automated software tool needed, which facilitates both users engineers. this paper we present approach with name QueGen (Query Generator) that generates OLAP based on specification provided natural English language. Users need write requirements simple few statements. After semantic analysis mapping associated information, intended executed directly warehouses. An experimental study has been conducted performance accuracy proposed tool.","Artificial intelligence, Online analytical processing, Data mining, Computer science, Natural language processing, Database, Semantics of Business Vocabulary and Business Rules, Software, Natural language user interface, Data warehouse",3
converting text to speech,2145623443,An unrestricted vocabulary Arabic speech synthesis system,"method for synthesizing Arabic speech has been developed which uses reasonably sized set of subphonetic elements as the synthesis units to allow unlimited-vocabulary good quality. The have defined after careful study phonetic properties modern standard Arabic, and they consist central steady-state portions vowels, consonants, vowel-consonant consonant-vowel transitions, some allophones. text-to-speech system this also developed. input is ordinary spelling with diacritics and/or simple numeric expressions. Synthesis controlled by several rules are formulated algorithms more suited computer handling process. required converting text into phonemes, phonemes units, generating from concatenating form spoken messages. suitability shown realizing all its functions on personal conducting understandability test synthesized speech.","Application software, Speech recognition, Modern Standard Arabic, Natural language processing, Vocabulary, Speech synthesis, Expression (mathematics), Spelling, Concatenation, Artificial intelligence, Computer science",3
reinforcement learning in video game,2154480527,Stronger CDA strategies through empirical game-theoretic analysis and reinforcement learning,"We present general methodology to automate the search for equilibrium strategies in games derived from computational experimentation. Our approach interleaves empirical game-theoretic analysis with reinforcement learning. apply this classic Continuous Double Auction game, conducting most comprehensive CDA strategic study published date. Empirical game confirms prior findings about relative performance of known strategies. Reinforcement learning derives new bidding environment. Iterative application yields stronger than any other policy, culminating Nash supported exclusively by our learned","Double auction, Artificial intelligence, Game theory, Machine learning, Reinforcement learning, Computer science, Bidding, Nash equilibrium",0
efficient estimation of word representations in vector space,2251697431,Financial Keyword Expansion via Continuous Word Vector Representations,"This paper proposes to apply the continuous vector representations of words for discovering keywords from financial sentiment lexicon. In order capture more keywords, we also incorporate syntactic information into Continuous Bag-ofWords (CBOW) model. Experimental results on task risk prediction using discovered demonstrate that proposed approach is good at predicting risk.","Artificial intelligence, Computer science, Machine learning, Natural language processing, Lexicon, Financial risk, Finance, Syntax",3
efficient estimation of word representations in vector space,342285082,Improving Vector Space Word Representations Using Multilingual Correlation,"The distributional hypothesis of Harris (1954), according to which the meaning words is evidenced by contexts they occur in, has motivated several effective techniques for obtaining vector space semantic representations using unannotated text corpora. This paper argues that lexico-semantic content should additionally be invariant across languages and proposes simple technique based on canonical correlation analysis (CCA) incorporating multilingual evidence into vectors generated monolingually. We evaluate resulting word standard lexical evaluation tasks show our method produces substantially better than monolingual techniques.","Computer science, Natural language processing, Invariant (mathematics), Vector space, Text corpus, Correlation, Pattern recognition, Artificial intelligence, Canonical correlation",3
converting text to speech,95890938,Automatic segmentation of speech for TTS.,,"Artificial intelligence, Pattern recognition, Segmentation, Scale-space segmentation, Computer science",3
natural language interface,2534380090,Eviza: A Natural Language Interface for Visual Analysis,"Natural language interfaces for visualizations have emerged as promising new way of interacting with data and performing analytics. Many these systems fundamental limitations. Most return minimally interactive in response to queries often require experts perform modeling set predicted user before the are effective. Eviza provides natural interface an query dialog existing visualization rather than starting from blank sheet asking closed-ended questions that single text answer or static visualization. The system employs probabilistic grammar based approach predefined rules dynamically updated on visualization, opposed computationally intensive deep learning knowledge approaches. result interaction is change view e.g., filtering, navigation, selection) providing graphical answers ambiguity widgets handle ambiguous defaults. There also rich domain awareness time, space, quantitative reasoning built in, linking into bases additional semantics. supports pragmatics exploring multi-modal interactions help enhance expressiveness how users can ask about their during flow visual analysis.","Qualitative reasoning, Parsing, Visualization, Analytics, Computer science, Natural language processing, Probabilistic logic, Visual analytics, Natural language user interface, Dialog box, Artificial intelligence",3
reinforcement learning in video game,2049110772,Reward allotment in an event-driven hybrid learning classifier system for online soccer games,"This paper describes our study into the concept of using rewards in classifier system applied to acquisition decision-making algorithms for agents soccer game. Our aim is respond changing environment video gaming that has resulted from growth Internet, and provide bug-free programs short time. We have already proposed bucket brigade algorithm (a reinforcement learning method classifiers) procedure choosing what learn depending on frequency events with facilitating real-time while game progress. also hybrid configuration combines existing strategies system, we reported effectiveness this system. In paper, report results performing different reward values assigned reflect differences roles performed by forward, midfielder defense players, describe obtained when combinations success various type play such as dribbling passing. 200 matches played against an incorporating devised humans, better win ratio convergence were observed compared case where was no all in-game agents.","Machine learning, Convergence (routing), Artificial intelligence, Active learning (machine learning), Learning classifier system, Unsupervised learning, Hybrid system, Reinforcement learning, Computer science, Stability (learning theory), The Internet",3
natural language interface,2177150467,Accessing Touristic Knowledge Bases through a Natural Language Interface,"In order to realise the Semantic Web vision, more and information is being made available in formal knowledge representation languages such as OWL. Unfortunately, gap between human users who want retrieve remains unsolved. This paper presents method for querying ontological bases from natural language sentences. approach based on combination of three key elements: Natural Language Processing techniques analyzing text fragments, ontologies technologies bases. The results application this e-tourism domain are also reported paper.","Information retrieval, Question answering, Data mining, Social Semantic Web, Computer science, Natural language processing, Knowledge representation and reasoning, Semantic analytics, Semantic compression, Semantic computing, Semantic Web Stack, Artificial intelligence, Open Knowledge Base Connectivity",3
natural language interface,2170719865,Conversation-Based Natural Language Interface to Relational Databases,"This paper proposes new approach for creating conversation-based natural language interfaces to relational databases by combining goal oriented conversational agents and knowledge trees. Goal have proven their capability disambiguate the user's needs converse within context (i.e. specific domain). Knowledge trees used overcome lacking of connectivity between agent database, through organizing domain in also work as road map dialogue flow. The proposed framework makes it easier engineers develop reliable NLI-RDB. developed prototype system shows excellent performance on common queries (i. e. extracted from expert engineer). user will friendly interface that can with database.","Data mining, Relational database, Domain knowledge, Computer science, Knowledge-based systems, Conversation, Knowledge engineering, Natural language processing, Statistical relational learning, SQL, Natural language user interface, Artificial intelligence",3
reinforcement learning in video game,2750605955,A Unified Game-Theoretic Approach to Multiagent Reinforcement Learning,"There has been resurgence of interest in multiagent reinforcement learning (MARL), due partly to the recent success deep neural networks. The simplest form MARL is independent (InRL), where each agent treats all its experience as part (non stationary) environment. In this paper, we first observe that policies learned using InRL can overfit other agents' during training, failing sufficiently generalize execution. We introduce new metric, joint-policy correlation, quantify effect. describe meta-algorithm for general MARL, based on approximate best responses mixtures generated learning, and empirical game theoretic analysis compute meta-strategies policy selection. generalizes previous algorithms such InRL, iterated response, double oracle, fictitious play. Then, propose scalable implementation which reduces memory requirement decoupled meta-solvers. Finally, demonstrate generality resulting three partially observable settings: gridworld coordination problems, emergent language games, poker.","Computer science, Artificial intelligence, Mathematical optimization, Machine learning, Best response, Fictitious play, Oracle, Overfitting, Generality, Scalability, Artificial neural network, Reinforcement learning",3
converting text to speech,1555046613,Text Preprocessing for Czech Speech Synthesis,"Some algorithms for preprocessing of some more complicated parts Czech texts are presented in the paper. Preprocessor uses rules taking into account word context. other problems with transcription such text discussed as well: influence speech rate and prosodic phrases segmentation. All implemented TTS system Demosthenes ([5,6]).","Speech recognition, Natural language processing, Computer science, Artificial intelligence, Speech synthesis, Czech, Preprocessor",3
converting text to speech,5465423,Deriving text-to-speech durations from natural speech.,,"Speech recognition, Speech synthesis, Computer science",3
natural language interface,2043794661,Developing a natural language interface to complex data,"Aspects of an intelligent interface that provides natural language access to large body data distributed over computer network are described. The overall system architecture is presented, showing how user buffered from the actual database management systems (DBMSs) by three layers insulating components. These operate in series convert queries into calls DBMSs at remote sites. Attention then focused on first components, system. pragmatic approach has proved useful for building interfaces databases described and illustrated examples. Special features increase usability, such as spelling correction, processing incomplete inputs, run-time personalization, also discussed. contrasted with other work applied processing, system's limitations analyzed.","Universal Networking Language, Database, Specification language, Natural language processing, Natural language programming, Natural language user interface, Data control language, Computer science, Interface description language, RDF query language, High-level programming language, Artificial intelligence",3
converting text to speech,2748421552,Scribe: deep integration of human and machine intelligence to caption speech in real time,"Quickly converting speech to text allows deaf and hard of hearing people interactively follow along with live speech. Doing so reliably requires combination perception, understanding, speed that neither humans nor machines possess alone. In this article, we discuss how our Scribe system combines human labor machine intelligence in real time convert less than 4s latency. To achieve while maintaining high accuracy, integrates automated assistance two ways. First, its user interface directs workers different portions the audio stream, slows down portion they are asked type, adaptively determines segment length based on typing speed. Second, it automatically merges partial input multiple into single transcript using custom version multiple-sequence alignment. illustrates broad potential for deeply interleaving provide intelligent interactive services can currently","Programming language, Latency (engineering), Interleaving, Perception, Speech recognition, Deep integration, User interface, Computer science, Artificial intelligence",0
