paper,id,title,abstract,fos,score
Big Data Framework,2053525776,Survey of real-time processing systems for big data,"In recent years, real-time processing and analytics systems for big data--in the context of Business Intelligence (BI)--have received growing attention. The traditional BI platforms that perform regular updates on daily, weekly or monthly basis are no longer adequate to satisfy fast-changing business environments. However, due nature data, it has become challenge achieve capability using technologies. distributed computing technology, MapReduce, provides off-the-shelf high scalability can significantly shorten time data; Its open-source implementation such as Hadoop de-facto standard however, limitation supporting updates. improvements in capability, other alternative frameworks have been emerging years. This paper presents survey open source technologies support data real-time/near fashion, including their system architectures platforms.","Database, Data mining, Business intelligence, Computer science, Analytics, Big data, Data science, Scalability",0
Big Data Framework,2192247565,Processes Meet Big Data: Connecting Data Science with Process Science,"As more and companies are embracing Big data, it has become apparent that the ultimate challenge is to relate massive amounts of event data processes highly dynamic. To unleash value events need be tightly connected control management operational processes. However, primary focus technologies currently on storage, processing, rather simple analytical tasks. initiatives rarely improvement end-to-end address this mismatch, we advocate better integration science technology process Data approaches tend agonistic whereas model-driven without considering “evidence” hidden in data. Process mining aims bridge gap. This editorial discusses interplay between relates technologies, service orientation, cloud computing.","Data mining, Service-orientation, Computer science, Process mining, Data virtualization, Data science, Data warehouse, Data stream mining, Cloud computing, Big data, Data modeling",0
Novel-word pronunciation within a text-to-speech system,2035633532,Pronouncing text by analogy,"Pronunciation-by-analogy (PbA) is an emerging technique for text-phoneme conversion based on psychological model of reading aloud. This paper explores the impact certain basic implementational choices performance various PbA models. These have been tested their ability to pronounce sets short pseudowords previously used in similar studies, as well lexical words temporarily removed from dictionary. Best results 85.7% and 67.9% correct are obtained respectively, casting doubt previous-reported figures literature.","Natural language processing, Speech recognition, Artificial intelligence, Analogy, Computer science",0
Efficient Estimation of Word Representations in Vector Space,1610818344,Modeling Order in Neural Word Embeddings at Scale,"Natural Language Processing (NLP) systems commonly leverage bag-of-words co-occurrence techniques to capture semantic and syntactic word relationships. The resulting word-level distributed representations often ignore morphological information, though character-level embeddings have proven valuable NLP tasks. We propose new neural language model incorporating both order character in its embedding. produces several vector spaces with meaningful substructure, as evidenced by performance of 85.8% on recent word-analogy task, exceeding best published scores 58% error margin (Pennington et al., 2014). Furthermore, the includes parallel training methods, most notably allowing skip-gram network 160 billion parameters be trained overnight multi-core CPUs, 14x larger than previous largest (Coates 2013).","Machine learning, Substructure, Margin of error, Natural language processing, Artificial intelligence, Pattern recognition, Artificial neural network, Embedding, Syntax, Language model, Computer science, Word order, Vector space",0
Novel-word pronunciation within a text-to-speech system,195096782,Segmental duration modelling in a text-to-speech system for the galician language.,,"Speech recognition, Natural language processing, Galician language, Computer science, Speech synthesis, Artificial intelligence",0
Natural Language Interface Using Shallow Parsing.,1998022963,INTEGRATING TOP-DOWN AND BOTTOM-UP STRATEGIES IN A TEXT PROCESSING SYSTEM,"The SCISOR system is computer program designed to scan naturally occurring texts in constrained domains, extract information, and answer questions about that information. currently reads newspapers stories the domain of corporate mergers acquisitions. language analysis strategy used by combines full syntactic (bottom-up) parsing conceptual expectation-driven (top-down) parsing. Four knowledge sources, including semantic information knowledge, interact flexible manner. This integration produces more robust analyzer deal gracefully with gaps lexical transports easily new facilitates extraction from texts.","Domain knowledge, Parsing, Natural language processing, Mergers and acquisitions, Computer program, Top-down and bottom-up design, Syntax, Artificial intelligence, Computer science, Text processing",0
Reinforcement Learning in First Person Shooter Games,2219479003,Evaluating Human-like Behaviors of Video-Game Agents Autonomously Acquired with Biological Constraints,"Designing the behavioral patterns of video game agents (Non-player character: NPC) is crucial aspect in developing games. While various systems that have aimed at automatically acquiring been proposed and some successfully obtained stronger than human players, those looked mechanical. When players play games together with NPCs as their opponents/supporters, NPCs' not only to be strong but also human-like. We propose autonomous acquisition behaviors, which emulate behaviors players. Instead implementing straightforward heuristics, are acquired using techniques reinforcement learning Q-Learning pathfinding through an A* algorithm, where biological constraints imposed. Human-like imply cognitive processes were by imposing sensory error, perceptual motion delay, physical fatigue, balancing between repetition novelty computational simulations ""Infinite Mario Bros."". evaluated human-like subjective assessments, discuss possibility system.","Human–computer interaction, Behavioral pattern, Biological constraints, Computer science, Novelty, Perception, Heuristics, Reinforcement learning, Cognition, Pathfinding, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,39973858,Automating the design of compact linguistic corpora.,,"Speech recognition, Computer science",0
Reinforcement Learning in First Person Shooter Games,2025400977,Open Loop Search for General Video Game Playing,"General Video Game Playing is sub-field of Artificial Intelligence, where the goal to find algorithms capable playing many different real-time games, some them unknown priori. In this scenario, presence domain knowledge must be severely limited, or algorithm will overfit training games and perform poorly on test set. Research in area has been special interest last years, with emerging contests like AI (GVG-AI) Competition. This paper introduces three open loop techniques for dealing problem. First, simple directed depth first search employed as baseline. Then, tree multi-armed bandit based policy presented, followed by Rolling Horizon Evolutionary Algorithm (RHEA) approach. order these techniques, from GVG-AI Competition framework are used benchmark, evaluation set 29 submitting 10 at competition website. Results show how general game-independent heuristic proposed works well across all RHEA becomes best evolutionary technique rankings","Sequential game, Artificial intelligence, Machine learning, Turns, rounds and time-keeping systems in games, Mathematical optimization, Monte Carlo tree search, Computer science, General video game playing, Depth-first search, Combinatorial game theory, Simulation, Game mechanics, Test set",0
Efficient Estimation of Word Representations in Vector Space,1832693441,Convolutional Neural Networks for Sentence Classification,"We report on series of experiments with convolutional neural networks (CNN) trained top pre-trained word vectors for sentence-level classification tasks. show that simple CNN little hyperparameter tuning and static achieves excellent results multiple benchmarks. Learning task-specific through fine-tuning offers further gains in performance. additionally propose modification to the architecture allow use both vectors. The models discussed herein improve upon state art out tasks, which include sentiment analysis question classification.","Machine learning, Hyperparameter, Artificial intelligence, Natural language processing, Architecture, Computer science, Sentiment analysis, Convolutional neural network, Pattern recognition, Sentence",0
Efficient Estimation of Word Representations in Vector Space,2113552117,#TagSpace: Semantic Embeddings from Hashtags,"We describe convolutional neural network that learns feature representations for short textual posts using hashtags as supervised signal. The proposed approach is trained on up to 5.5 billion words predicting 100,000 possible hashtags. As well strong performance the hashtag prediction task itself, we show its learned representation of text (ignoring labels) useful other tasks well. To end, present results document recommendation task, where it also outperforms number baselines.","Natural language processing, Machine learning, Convolutional neural network, Computer science, Pattern recognition, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,2153579005,Distributed Representations of Words and Phrases and their Compositionality,"The recently introduced continuous Skip-gram model is an efficient method for learning high-quality distributed vector representations that capture large number of precise syntactic and semantic word relationships. In this paper we present several extensions improve both the quality vectors training speed. By subsampling frequent words obtain significant speedup also learn more regular representations. We describe simple alternative to hierarchical softmax called negative sampling.  An inherent limitation their indifference order inability represent idiomatic phrases. For example, meanings ""Canada"" ""Air"" cannot be easily combined ""Air Canada"". Motivated by finding phrases in text, show good millions possible.","Feature engineering, Machine learning, Distributional semantics, Artificial intelligence, Word2vec, Word embedding, Natural language processing, Principle of compositionality, Computer science, Word order, Syntax, Softmax function",0
Novel-word pronunciation within a text-to-speech system,2137926008,Can syllabification improve pronunciation by analogy of English,"In spite of difficulty in defining the syllable unequivocally, and controversy over its role theories spoken written language processing, is potentially useful unit several practical tasks which arise computational linguistics speech technology. For instance, structure might embody valuable information for building word models automatic recognition, concatenative synthesis use syllables or demisyllables as basic units. this paper, we first present an algorithm determining boundaries orthographic form unknown words that works by analogical reasoning from database corpus known syllabifications. We call syllabification analogy (SbA). It similarly motivated to our existing pronunciation (PbA) predicts pronunciations (specified their spellings) inference dictionary spellings corresponding pronunciations. show including perfect (according corpus) boundary input can dramatically improve performance English words, but such would not be available system. So next investigate combining automatically-inferred two different ways: series model followed sequentially generation; parallel are simultaneously inferred. Unfortunately, neither improves PbA without syllabification. Possible reasons failure explored via analysis errors.","Natural language processing, Spite, Syllabification, Written language, Speech synthesis, Computational linguistics, Artificial intelligence, Pronunciation, Syllable, Computer science, Analogy",0
Efficient Estimation of Word Representations in Vector Space,2131744502,Distributed Representations of Sentences and Documents,"Many machine learning algorithms require the input to be represented as fixed-length feature vector. When it comes texts, one of most common features is bag-of-words. Despite their popularity, bag-of-words have two major weaknesses: they lose ordering words and also ignore semantics words. For example, ""powerful,"" ""strong"" ""Paris"" are equally distant. In this paper, we propose Paragraph Vector, an unsupervised algorithm that learns representations from variable-length pieces such sentences, paragraphs, documents. Our represents each document by dense vector which trained predict in document. Its construction gives our potential overcome weaknesses models. Empirical results show Vectors outperforms models well other techniques for text representations. Finally, achieve new state-of-the-art on several classification sentiment analysis tasks.","Word embedding, Natural language processing, Machine learning, Topic model, Word2vec, Feature vector, Semantics, Sentiment analysis, Pattern recognition, Popularity, Paragraph, Artificial intelligence, Computer science",0
Efficient Estimation of Word Representations in Vector Space,2618798060,Poincaré Embeddings for Learning Hierarchical Representations,"Representation learning has become an invaluable approach for from symbolic data such as text and graphs. However, state-of-the-art embedding methods typically do not account latent hierarchical structures which are characteristic many complex datasets. In this work, we introduce new representations of by them into hyperbolic space -- or more precisely n-dimensional Poincare ball. Due to the underlying geometry, allows us learn parsimonious simultaneously capturing hierarchy similarity. We present efficient algorithm embeddings based on Riemannian optimization show experimentally that can outperform Euclidean significantly with hierarchies, both in terms representation capacity generalization ability.","Hierarchy, Machine learning, Discrete mathematics, Artificial intelligence, Hyperbolic geometry, Feature learning, Symbolic data analysis, Embedding, Hyperbolic space, Euclidean geometry, Poincaré conjecture, Mathematics",0
Natural Language Interface Using Shallow Parsing.,1608748326,The semantics-based natural language interface to relational databases,"An approach for implementing natural language interfaces to relational databases is presented which relies on semantic information about the domain of discourse rather than syntax utterances. Based graph-based general procedure translating questions into formal queries, hapter deals with three specific problems cooperative behavior: ambiguity respect database, conjunction processing, and ellipsis.","Data definition language, Domain relational calculus, Universal Networking Language, Relational database, Data manipulation language, Natural language programming, Natural language user interface, Natural language processing, SQL, Computer science, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,2577986889,Compositional Recurrent Neural Networks for Chinese Short Text Classification,"Word segmentation is the first step in Chinese natural language processing, and error caused by word can be transmitted to whole system. In order reduce impact of improve overall performance short text classification system, we propose hybrid model character-level word-level features based on recurrent neural network (RNN) with long short-term memory (LSTM). By integrating feature into feature, missing semantic information will constructed, meanwhile wrong relevance reduced. The final representation that it suppressed case maintaining most sentence. finally trained end-to-end supervised task. Results demonstrate proposed this paper able represent effectively, performances 32-class 5-class categorization outperform some remarkable methods.","Support vector machine, Data mining, Computer science, Semantics, Recurrent neural network, Machine learning, Text segmentation, Categorization, Pattern recognition, Sentence, Logic gate, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,32907139,Improved surname pronunciations using decision trees.,,"Word error rate, Speech recognition, Artificial intelligence, Noun, Pattern recognition, Decision tree, Artificial neural network, Incremental decision tree, Computer science",0
Big Data Framework,1798754286,CloudRank-D: benchmarking and ranking cloud computing systems for data processing applications,"With the explosive growth of information, more and organizations are deploying private cloud systems or renting public to process big data. However, there is no existing benchmark suite for evaluating performance on whole system level. To best our knowledge, this paper proposes first CloudRank-D rank computing that shared running data applications. We analyze limitations previous metrics, e.g., floating point operations, system, propose two simple metrics: processed per second Joule as complementary metrics systems. detail design considers representative applications, diversity characteristics, dynamic behaviors both applications software platforms. Through experiments, we demonstrate advantages proposed metrics. In several case studies, evaluate small-scale deployments using CloudRank-D.","Computer science, System software, Floating point, Benchmarking, Cloud computing, Ranking, Big data, Data mining, Data processing",0
Natural Language Interface Using Shallow Parsing.,2338893019,Shallow Parsing Pipeline - Hindi-English Code-Mixed Social Media Text.,"In this study, the problem of shallow parsing Hindi-English code-mixed social media text (CSMT) has been addressed. We have annotated data, developed language identifier, normalizer, part-of-speech tagger and parser. To best our knowledge, we are first to attempt on CSMT. The pipeline made available research community with goal enabling better analysis Hindi English is accessible at","Parsing, Centralizer and normalizer, Computer science, Speech recognition, Social media, Artificial intelligence, Natural language processing, Hindi, Shallow parsing, Bottom-up parsing, Identifier, Text mining",0
Efficient Estimation of Word Representations in Vector Space,318952684,Documents and Dependencies: an Exploration of Vector Space Models for Semantic Composition,"In most previous research on distributional semantics, Vector Space Models (VSMs) of words are built either from topical information (e.g., documents in which word is present), or syntactic/semantic types dependency parse links sentences), but not both. this paper, we explore the utility combining these two representations to build VSM for task semantic composition adjective-noun phrases. Through extensive experiments benchmark datasets, find that even though type-based effective composition, it often outperformed by using combination topic- and statistics. We also introduce new evaluation wherein predict composed vector representation phrase brain activity human subject reading phrase. exploit large syntactically parsed corpus 16 billion tokens our VSMs, with vectors both phrases words, make them publicly available.","Artificial intelligence, Phrase, Machine learning, Exploit, Parsing, Distributional semantics, Natural language processing, Computer science, Syntax, Composition (visual arts), Vector space",0
Big Data Framework,2109638884,A Brief Review on Leading Big Data Models,"Today, science is passing through an era of transformation, where the inundation data, dubbed data deluge influencing decision making process. The driven by and being termed as science. In this internet age, volume has grown up to petabytes, large, complex, structured or unstructured, heterogeneous in form “Big Data” gained significant attention. rapid pace growth various disparate sources, especially social media such Facebook, seriously challenged analytic capabilities traditional relational databases. velocity expansion amount gives rise complete paradigm shift how new age processed. Confidence engineering existing processing systems gradually fading whereas techniques for capturing, storing, visualizing, analyzing are evolving. review paper, we discuss some modern Big Data models that leading contributors NoSQL claim address challenges reliable efficient ways. Also, take potential into consideration try reshape original operationaloriented definition Science” (Furner, 2003) data-driven rephrase it “The deals with Science.”","Data science, Social media, Computer science, Data processing system, Paradigm shift, Information Age, NoSQL, Relational database, Data mining, Information engineering, Big data",0
Big Data Framework,2157954477,Toward Scalable Systems for Big Data Analytics: A Technology Tutorial,"Recent technological advancements have led to deluge of data from distinctive domains (e.g., health care and scientific sensors, user-generated data, Internet financial companies, supply chain systems) over the past two decades. The term big was coined capture meaning this emerging trend. In addition its sheer volume, also exhibits other unique characteristics as compared with traditional data. For instance, is commonly unstructured require more real-time analysis. This development calls for new system architectures acquisition, transmission, storage, large-scale processing mechanisms. paper, we present literature survey tutorial analytics platforms, aiming provide an overall picture nonexpert readers instill do-it-yourself spirit advanced audiences customize their own big-data solutions. First, definition discuss challenges. Next, systematic framework decompose systems into four sequential modules, namely generation, analytics. These modules form value chain. Following that, detailed numerous approaches mechanisms research industry communities. addition, prevalent Hadoop addressing Finally, outline several evaluation benchmarks potential directions systems.","Analytics, Data virtualization, Data architecture, Data migration, Data mining, Data warehouse, Data analysis, Data science, Big data, Computer science, Data modeling",0
Natural Language Interface Using Shallow Parsing.,1595111739,Processing dictionary definitions with phrasal pattern hierarchies,"This paper shows how dictionary word sense definitions can be analysed by applying hierarchy of phrasal patterns. An experimental system embodying this mechanism has been implemented for processing from the Longman Dictionary Contemporary English. property dictionary, exploited system, is that it uses restricted vocabulary in its definitions. The structures generated are intended to used classification new senses terms words vocabulary. Examples illustrating output presented, and some qualitative performance results problems were encountered discussed. analysis process applies successively more specific rules as determined patterns which less dominate ones. ensures reasonable incomplete analyses produced when complete not possible, resulting relatively robust mechanism. Thus work reported addresses two robustness faced current natural language systems: coping with an lexicon knowledge constructions.","Natural language processing, Hierarchy, Robustness (computer science), Lexicon, Artificial intelligence, Vocabulary, Experimental system, Computer science",0
Novel-word pronunciation within a text-to-speech system,205185618,A Chinese text-to-speech system.,,"Speech recognition, Chinese speech synthesis, Speech synthesis, Computer science, Speech corpus",0
Natural Language Interface Using Shallow Parsing.,2059339613,Understanding messages in a diagnostic domain,"The problem of coping with subject-matter sublanguages in text processing is well known the natural language field. main to balance use generic knowledge sources and specific needs sublanguages. This paper introduces characteristics sublanguage found diagnostic messages about automotive equipment failures, discusses an architecture analyse those messages. model based on two-level partial parsing approach that uses syntax-driven strategy parse fragments sentence. set semantics-driven strategies used collapse fragments. General are proposed for as independent syntax, knowledge-based semantics, pragmatic module lexicon. balancing accuracy, robustness efficiency message analysis addressed. Finally some applied results shown.","Parsing, Data mining, Machine learning, Knowledge base, Knowledge representation and reasoning, Architecture, Robustness (computer science), Information extraction, Sublanguage, Algorithm, Computer science, Artificial intelligence, Text processing",0
Big Data Framework,1912802097,Evaluating the Quality of Social Media Data in Big Data Architecture,"The use of freely available online data is rapidly increasing, as companies have detected the possibilities and value these in their businesses. In particular, from social media are seen interesting they can, when properly treated, assist achieving customer insight into business decision making. However, unstructured uncertain nature this kind big presents new challenge: how to evaluate quality manage within architecture? This paper contributes addressing challenge by introducing architectural solution each processing phase pipeline. proposed improves making providing real-time, validated for user. with an industrial case example, which extracted order determine satisfaction regarding product.","Customer insight, Data virtualization, Data warehouse, Data architecture, Computer science, Big data, Data mining, Data governance, Data modeling, Data quality",0
Natural Language Interface Using Shallow Parsing.,2069767820,Transporting the linguistic string project system from a medical to a Navy domain,"The Linguistic String Project (LSP) natural language processing system has been developed as domain-independent system. Initially utilized for sets of medical messages and other texts in the domain, it used at Naval Research Laboratory Navy about shipboard equipment failures. This paper describes structure LSP features that make transportable from one domain to another. procedures encourage isolation domain-specific information, yet take advantage syntactic semantic similarities between domains. From our experience transporting system, we identify are required systems.","Information retrieval, Natural language understanding, Linguistics, Navy, Natural language, Natural language processing, Natural language user interface, Domain specificity, Syntax, Computer science, Semantic similarity, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,115447653,A bi-directional model of English pronunciation.,,"Speech recognition, Pronunciation, Non-native pronunciations of English, Computer science",0
Big Data Framework,2088734805,"A Tale of Two Data-Intensive Paradigms: Applications, Abstractions, and Architectures","Scientific problems that depend on processing largeamounts of data require overcoming challenges in multiple areas:managing large-scale distribution, co-placement andscheduling with compute resources, and storing transferringlarge volumes data. We analyze the ecosystems thetwo prominent paradigms for data-intensive applications, hereafterreferred to as high-performance computing theApache-Hadoop paradigm. propose basis, common terminologyand functional factors upon which two approachesof both paradigms. discuss concept ""Big DataOgres"" their facets means understanding characterizingthe most application workloads found acrossthe then salient features paradigms, compare contrast approaches.Specifically, we examine implementation/approaches ofthese shed light reasons current""architecture"" some typical utilizethem. In spite significant software distinctions, believethere is architectural similarity. potential integrationof different implementations, across levelsand components. Our comparison progresses from fully qualitativeexamination semi-quantitativemethodology. use simple broadly used Ogre (K-meansclustering), characterize its performance range representativeplatforms, covering several implementations bothparadigms. experiments provide an insight into relativestrengths set Ogreswill serve benchmark evaluate alongdifferent dimensions.","Data mining, Real-time computing, Implementation, Architecture, Spite, Computer science, Distributed computing, Software, Theoretical computer science, Abstraction",0
Efficient Estimation of Word Representations in Vector Space,1841724727,Effective Use of Word Order for Text Categorization with Convolutional Neural Networks,"Convolutional neural network (CNN) is that can make use of the internal structure data such as 2D image data. This paper studies CNN on text categorization to exploit 1D (namely, word order) for accurate prediction. Instead using low-dimensional vectors input often done, we directly apply high-dimensional data, which leads learning embedding small regions in classification. In addition straightforward adaptation from text, simple but new variation employs bag-ofword conversion convolution layer proposed. An extension combine multiple layers also explored higher accuracy. The experiments demonstrate effectiveness our approach comparison with state-of-the-art methods.","Machine learning, Exploit, Embedding, Categorization, Artificial neural network, Computer science, Convolution, Convolutional neural network, Word order, Pattern recognition, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,2086182527,Comparative evaluation of letter-to-sound conversion techniques for English text-to-speech synthesis,,"Speech recognition, Speech synthesis, Computer science",0
Natural Language Interface Using Shallow Parsing.,2104443181,COMPUTER AIDED INTERPRETATION OF LEXICAL COOCCURRENCES,"This paper addresses the problem of developing large semantic lexicon for natural language processing. The increasing availability machine readable documents offers an opportunity to field lexical semantics, by providing experimental evidence word uses (on-line texts) and definitions dictionaries).The system presented hereafter, PETRARCA, detects cooccurrences from sample press agency releases on finance economics, these associations build case-based lexicon. Syntactically valid cooccurences including new are detected high-coverage morphosyntactic analyzer. Syntactic relations interpreted e.g. replaced case relations, using catalogue patterns/interpretation pairs, concept type hierarchy, set selectional restriction rules interpretation types.","Natural language processing, SemEval, Artificial intelligence, Semantic lexicon, Semantic computing, Computer science, Semantic compression, Lexical semantics, Syntax, Lexical item, Semantic interpretation",0
Big Data Framework,2195118355,A Data Quality in Use model for Big Data,"Beyond the hype of Big Data, something within business intelligence projects is indeed changing. This mainly because Data not only about data, but also complete conceptual and technological stack including raw processed storage, ways managing processing analytics. challenge that becomes even trickier management quality data in environments. More than ever before need for assessing Quality-in-Use gains importance since real contribution-business value-of can be estimated its context use. Although there exists different Quality models regular none them has been adapted to Data. To fill this gap, we propose ""3As model"", which composed three characteristics levels projects: Contextual Adequacy, Operational Adequacy Temporal Adequacy. The model integrated into any sort project, as it independent pre-conditions or technologies. paper shows way use with working example. accomplishes every related program aimed main conclusion used an appropriate obtain input analysis, those understood indicators trustworthiness soundness results analysis. basic decide suitability intended uses.A Model based on ISO/IEC 25012, 25024 proposed Data.The concern when Adequacy.The all challenges obtained must each project.","Analytics, Soundness, Data virtualization, Business intelligence, Computer science, Big data, Data warehouse, Data mining, Data quality, Data governance",0
Novel-word pronunciation within a text-to-speech system,2146566006,A Self-Learning Approach to Transcription of Danish Proper Names,,"Proper noun, Speech recognition, Natural language processing, Danish, Computer science, Artificial intelligence",0
Big Data Framework,2082839002,Clouds for Scalable Big Data Analytics,"Extracting useful knowledge from huge digital datasets requires smart and scalable analytics services, programming tools, applications.","Software analytics, Business intelligence, Semantic analytics, Analytics, Computer science, Data mining, Group method of data handling, Big data, Data science, Data analysis, Cloud computing",0
Reinforcement Learning in First Person Shooter Games,1891427008,General video game playing,"One of the grand challenges AI is to create general intelligence: an agent that can excel at many tasks, not just one. In area games, this has given rise challenge General Game Playing (GGP). GGP, game (typically turn-taking board game) defined declaratively in terms logic (what happens when move made, how scoring system works, winner declared, and so on). The player then work out play win. work, we seek extend idea into realm video thus forming Video (GVGP). GVGP, computational agents will be asked games they have seen before. At minimum, current state world told what actions are applicable. Every tick decide on its action, updated, taking account other physics. We envisage running competition based GVGP playing, using arcadestyle (e.g. similar Atari 2600) as our starting point. These rich enough formidable agent, without introducing unnecessary complexity. could number tracks, form (frame buffer or object model) whether forward model action execution available. propose existing Physical Travelling Salesman (PTSP) software extended for purposes variety created framework by Games students developers. Beyond this, development Description Language (VGDL) way concisely specifying games. For competition, see being interesting deliberative search, machine learning transfer knowledge new domains.","Simulation, Machine learning, General video game playing, Metagaming, Game art design, Video game design, Game Developer, Game design, General game playing, Computer science, Artificial intelligence, Game mechanics",0
Natural Language Interface Using Shallow Parsing.,2064612869,The linguistic string parser,"The linguistic string parser is system for the syntactic analysis of English scientific text. This system, now in its third version, has been developed over past years by Linguistic String Project New York University. structure can be traced to an algorithm natural language parsing described 1960. was designed overcome certain limitations first program English, which ran on UNIVAC at University Pennsylvania 1959. obtained one ""preferred"" grammatical reading each sentence; and grammar were not separate components overall system. 1960 all valid parses it syntax-driven consisting elementary strings restrictions (described below). Successive implementations made 1965, 1967, 1971. contains largest-coverage among implemented parsers.","Parsing, Linguistics, Parser combinator, Computer science, Syntactic predicate, Natural language processing, Programming language, Artificial intelligence, Bottom-up parsing, Top-down parsing, Top-down parsing language, Parsing expression grammar, Formal grammar",0
Novel-word pronunciation within a text-to-speech system,2122546880,A pronunciation-by-analogy module for the Festival text-to-speech synthesiser,"Pronunciation by analogy (PbA) is data-driven technique for the automatic phonemisation of text which receiving renewed attention from workers in text-to-speech synthesis. It uses dictionary provides primary source pronunciations via direct look-up as secondary information about pronunciation unknown words. In this paper, we provide theoretical and empirical motivations use PbA, review approaches to generation analogy, report on implementation PbA module Festival synthesiser. We have used much larger (British English Example or BEEP, approximately 200,000 words) than hitherto. New results 86.7% words correct are obtained our best-performing implementation. The still under development, however, currently does less well.","Speech recognition, Secondary source, Natural language processing, British English, Speech synthesis, Speech corpus, Pronunciation, Artificial intelligence, Analogy, Computer science",0
Reinforcement Learning in First Person Shooter Games,1935925708,Evolution and learning in an intrinsically motivated reinforcement learning robot,"Studying the role played by evolution and learning in adaptive behavior is very important topic artificial life research. This paper investigates interplay between when agents have to solve several different tasks, as it case for real organisms but typically not agents. Recently, an thread of research machine developmental robotics has begun investigate how can tasks composing general skills acquired on basis internal motivations. work presents hierarchical, neural-network, actor-critic architecture designed implementing this kind intrinsically motivated reinforcement robots. We compare results experiments which various components are either trained during lifetime or evolved through genetic algorithm. The most show that systems using both outperform one two, that, among former, evolving reinforcers building-block higher evolvability than those directly related behaviors.","Instance-based learning, Learning classifier system, Machine learning, Artificial intelligence, Reinforcement learning, Multi-task learning, Inductive transfer, Hyper-heuristic, Robot learning, Computational learning theory, Computer science",0
Novel-word pronunciation within a text-to-speech system,2115441971,Evaluating the pronunciation component of text-to-speech systems for English: a performance comparison of different approaches,"The automatic derivation of word pronunciations from input text is central task for any text-to-speech system. For general English at least, this often thought to be solved problem, with manually-derived linguistic rules assumed capable handling “novel” words missing the system dictionary. Data-driven methods, based on machine learning regularities implicit in large pronouncing dictionary, have received considerable attention recently but are generally perform less well. However, these tentative beliefs best uncertain without powerful methods comparing text-to-phoneme subsystems. This paper contributes development such by performance four representative approaches phonemization same test As well as rule-based approaches, three data-driven techniques evaluated: pronunciation analogy (PbA), NETspeak and IB1-IG (a modified k-nearest neighbour method). Issues involved comparative evaluation detailed elucidated. outperform accuracy letter-to-phoneme translation very significant margin require aligned text-phoneme training data slower. Best results obtained PbA approximately 72% correct resonably compared something like 26% rules, indicating that not problem. 1999 Academic Press","Speech recognition, Machine learning, Artificial intelligence, Rule-based system, Natural language processing, Internet slang, Computer science, Computational linguistics, Speech synthesis, Pronunciation, Analogy",0
Natural Language Interface Using Shallow Parsing.,1991566372,Exploring evidence for shallow parsing,Significant amount of work has been devoted recently to develop learning techniques that can be used generate partial (shallow) analysis natural language sentences rather than full parse. In this we set out evaluate whether direction is worthwhile by comparing learned shallow parser one the best parsers on tasks both perform --- identifying phrases in sentences. We conclude directly these as do advantageous over terms performance and robustness new lower quality texts.,"Natural language, Parser combinator, Natural language processing, Machine learning, Artificial intelligence, Parsing, Computer science, Shallow parsing, Robustness (computer science), LR parser, Top-down parsing",0
Big Data Framework,2117798581,SeqPig: simple and scalable scripting for large sequencing data sets in Hadoop,"Summary: Hadoop MapReduce-based approaches have become increasingly popular due to their scalability in processing large sequencing datasets. However, as these methods typically require in-depth expertise and Java, they are still out of reach many bioinformaticians. To solve this problem, we created SeqPig, library collection tools manipulate, analyze query datasets scalable simple manner. SeqPigscripts use the Hadoop-based distributed scripting engine Apache Pig, which automatically parallelizes distributes data tasks. We demonstrate SeqPig’s over computing nodes illustrate its with example scripts. Availability Implementation: Available under open source MIT license at http://sourceforge.net/projects/seqpig/ Contact: andre.schumacher@yahoo.com Supplementary information: available Bioinformatics online.","Data mining, Database, Scripting language, Java, Scalability, MIT License, Software design, Bioinformatics, Data set, Computer science, Data processing",0
Efficient Estimation of Word Representations in Vector Space,2483215953,Man is to computer programmer as woman is to homemaker? debiasing word embeddings,"The blind application of machine learning runs the risk amplifying biases present in data. Such danger is facing us with word embedding, popular framework to represent text data as vectors which has been used many and natural language processing tasks. We show that even embeddings trained on Google News articles exhibit female/male gender stereotypes disturbing extent. This raises concerns because their widespread use, we describe, often tends amplify these biases. Geometrically, bias first shown be captured by direction embedding. Second, neutral words are linearly separable from definition Using properties, provide methodology for modifying an embedding remove stereotypes, such association between receptionist female, while maintaining desired associations queen female. crowd-worker evaluation well standard benchmarks, empirically demonstrate our algorithms significantly reduce preserving its useful properties ability cluster related concepts solve analogy resulting can applications without bias.","Debiasing, Machine learning, Natural language processing, Computer science, Artificial intelligence, Linear separability, Word embedding, Embedding, Analogy, Programmer",0
