query,id,title,abstract,fos,score
natural language interface,2119080188,Simple Parser for Indian Languages in a Dependency Framework,This paper is an attempt to show that intermediary level of analysis effective way for carrying out various NLP tasks linguistically similar languages. We describe process developing simple parser doing such tasks. uses grammar driven approach annotate dependency relations (both inter and intra chunk) at level. Ease in identifying particular relation dictates the degree reached by parser. To establish efficiency we improvement its results over previous parsing approaches Indian languages like Hindi. also propose possibility usefulness are nature.,"Parser combinator, Natural language processing, LL grammar, Simple LR parser, Operator-precedence grammar, GLR parser, Top-down parsing, LL parser, Computer science, LALR parser, Artificial intelligence",0
reinforcement learning in video game,1973039793,Value-function reinforcement learning in Markov games,Markov games are model of multiagent environments that convenient for studying reinforcement learning. This paper describes set reinforcement-learning algorithms based on estimating value functions and presents convergence theorems these algorithms. The main contribution this is it the in way makes easy to reason about behavior simultaneous learners shared environment.,"Machine learning, Game theory, Bellman equation, Learning classifier system, Q-learning, Temporal difference learning, Artificial intelligence, Markov decision process, Reinforcement learning, Psychology, Markov chain",0
efficient estimation of word representations in vector space,1553376466,Space-efficient boundary representation of volumetric objects,"In this paper we present compression technique for efficiently representing boundary objects from volumetric data-sets. Exploiting spatial coherency within object contours, are able to reduce the size of down just few images. Allowing direct volume rendering down-scaled data in addition ratios up 250:1, interactive visualization becomes possible, even over Internet and on low-end hardware.","Visualization, Compression ratio, Compression (physics), Volume rendering, Boundary representation, Lossy compression, Theoretical computer science, Computer vision, Boundary object, Artificial intelligence, Computer science, The Internet",0
converting word to speech,1583502834,Novel-word pronunciation within a text-to-speech system,,"Speech recognition, Pronunciation, Speech synthesis, Speech corpus, Computer science",0
natural language interface,2096619464,Natural language interfaces to databases,,"Universal Networking Language, Natural language, Natural language user interface, Natural language processing, Natural language programming, Computer science, Artificial intelligence",0
natural language interface,2557851318,Learning a Natural Language Interface with Neural Programmer,"Learning natural language interface for database tables is challenging task that involves deep understanding and multi-step reasoning. The often approached by mapping queries to logical forms or programs provide the desired response when executed on database. To our knowledge, this paper presents first weakly supervised, end-to-end neural network model induce such real-world dataset. We enhance objective function of Neural Programmer, with built-in discrete operations, apply it WikiTableQuestions, question-answering trained weak supervision question-answer pairs, does not require domain-specific grammars, rules, annotations are key elements in previous approaches program induction. main experimental result single Programmer achieves 34.2% accuracy using only 10,000 examples supervision. An ensemble 15 models, trivial combination technique, 37.7% accuracy, which competitive current state-of-the-art 37.1% obtained traditional semantic parser.","Universal Networking Language, Machine learning, Natural language processing, Natural language, Parsing, Artificial intelligence, Deep learning, Artificial neural network, Computer science, Language identification, Natural language programming, Natural language user interface",0
reinforcement learning in video game,2096258902,Active reinforcement learning,"When the transition probabilities and rewards of Markov Decision Process (MDP) are known, an agent can obtain optimal policy without any interaction with environment. However, exact difficult for experts to specify. One option left is long potentially costly exploration In this paper, we propose another alternative: given initial (possibly inaccurate) specification MDP, determines sensitivity changes in transitions rewards. It then focuses its on regions space which most sensitive. We show that proposed strategy performs well several control planning problems.","Machine learning, Artificial intelligence, Markov decision process, Reinforcement learning, Q-learning, Partially observable Markov decision process, Pattern recognition, Computer science",0
converting word to speech,2134433343,An efficient technique for summarizing videos using visual contents,"We can summarize video using its 'important' and/or 'interesting' scenes. The scenes selected, however, depend on the purpose of summary. good summarizing technique should be able to support various summarization needs. In this paper, we introduce which allows user choose few scene as important according application. Based these selections, our algorithm automatically uncovers remaining in video. method, each represented by couple numerical values. Since processing is based numbers, it highly efficient. Our experimental results indicate that approach performs accurately, and suitable for large archives.","Computer vision, Microsoft Video 1, Video processing, Smacker video, Automatic summarization, Artificial intelligence, Video post-processing, Video compression picture types, Computer science, Video tracking, Video browsing",0
reinforcement learning in video game,2048972052,Reinforcement Learning in Video Games Using Nearest Neighbor Interpolation and Metric Learning,"Reinforcement learning (RL) has had mixed success when applied to games. Large state spaces and the curse of dimensionality have limited ability for RL techniques learn play complex games in reasonable length time. We discuss modification Q-learning use nearest neighbor states exploit previous experience early stages learning. weighting on features is learned using metric techniques, such that neighboring represent similar game situations. Our method tested arcade Frogger, it shown some effects can be mitigated.","Instance-based learning, Learning classifier system, Active learning (machine learning), Machine learning, Reinforcement learning, Large margin nearest neighbor, Unsupervised learning, k-nearest neighbors algorithm, Curse of dimensionality, Mathematics, Artificial intelligence, Pattern recognition",0
converting word to speech,2106652354,Segmentation-based Mongolian LVCSR approach,"Mongolian is an agglutinative language. Each root can be followed by several suffixes to formulate new words. This special word formation characteristic results in probably millions of words, which far beyond the coverage pronunciation dictionary any current speech recognition system. Moreover, even if large enough cover all system still cannot perform well due problem sample sparseness. In this paper, we propose segmentation-based Large Vocabulary Continuous Speech Recognition (LVCSR) approach and rebuild corresponding acoustic model language model. Experimental show that, converting most these words into their In-Vocabulary form, proposed effectively recognizes greatly improves sparseness","Vocabulary, Acoustic model, Natural language processing, Word formation, Language model, Pronunciation, Pattern recognition, Artificial intelligence, Computer science, Agglutinative language, Segmentation",0
reinforcement learning in video game,2169206416,Risk-sensitive reinforcement learning,"We derive family of risk-sensitive reinforcement learning methods for agents, who face sequential decision-making tasks in uncertain environments. By applying utility function to the temporal difference TD error, nonlinear transformations are effectively applied not only received rewards but also true transition probabilities underlying Markov decision process. When appropriate functions chosen, agents' behaviors express key features human behavior as predicted by prospect theory Kahneman Tversky, 1979, example, different risk preferences gains and losses, well shape subjective probability curves. Q-learning algorithm, which is necessary modeling when unknown, prove its convergence. As proof principle applicability new framework, we apply it quantify investment task. find that variant provides significantly better fit behavioral data leads an interpretation subject's responses indeed consistent with theory. The analysis simultaneously measured fMRI signals shows significant correlation error BOLD signal change ventral striatum. In addition Q-values neural activity striatum, cingulate cortex, insula present if standard used.","Proof of concept, Mathematics, Machine learning, Artificial intelligence, Prospect theory, Temporal difference learning, Markov decision process, Reinforcement learning, Striatum, Nonlinear system",0
efficient estimation of word representations in vector space,342285082,Improving Vector Space Word Representations Using Multilingual Correlation,"The distributional hypothesis of Harris (1954), according to which the meaning words is evidenced by contexts they occur in, has motivated several effective techniques for obtaining vector space semantic representations using unannotated text corpora. This paper argues that lexico-semantic content should additionally be invariant across languages and proposes simple technique based on canonical correlation analysis (CCA) incorporating multilingual evidence into vectors generated monolingually. We evaluate resulting word standard lexical evaluation tasks show our method produces substantially better than monolingual techniques.","Computer science, Natural language processing, Invariant (mathematics), Vector space, Text corpus, Correlation, Pattern recognition, Artificial intelligence, Canonical correlation",0
efficient estimation of word representations in vector space,2522541762,Vector Space Representations of Documents in Classifying Finnish Social Media Texts,"Computational analysis of linguistic data requires that texts are transformed into numeric representations. The aim this research is to evaluate different methods for building vector representations text documents from social media. compared in respect their performance classification task. Namely, traditional count-based term frequency-inverse document frequency (TFIDF) the semantic distributed word embedding Unlike previous research, we investigate context morphologically rich Finnish. Based on results, suggest framework space media, applicable language technologies languages. In current study, lemmatization tokens increased accuracy, while lexical filtering generally hindered performance. Finally, report embeddings and TFIDF perform at comparable levels with our data.","Word2vec, Natural language processing, Social media, tf–idf, Word embedding, Vector space, Machine learning, Lemmatisation, Artificial intelligence, Mathematics",0
reinforcement learning in video game,1969685488,Reinforcement learning agents providing advice in complex video games,"This article introduces teacher–student framework for reinforcement learning, synthesising and extending material that appeared in conference proceedings [Torrey, L., Taylor, M. E. (2013)]. Teaching on budget: Agents advising agents learning. {Proceedings of the international autonomous multiagent systems}] non-archival workshop paper [Carboni, N., &Taylor, (2013, May)]. Preliminary results vs. tactics StarCraft. adaptive learning (at AAMAS-13)}]. In this framework, teacher agent instructs student by suggesting actions should take as it learns. However, may only give such advice limited number times. We present several novel algorithms teachers can use to budget their effectively, we evaluate them two complex video games: StarCraft Pac-Man. Our show same amount advice, given at different moments, have differe...","Computer science, Artificial intelligence, Autonomous agent, Machine learning, Reinforcement learning, Information and Computer Science, Multi-agent system",0
Big data,2131715540,Big data: A review,"Big data is term for massive sets having large, more varied and complex structure with the difficulties of storing, analyzing visualizing further processes or results. The process research into amounts to reveal hidden patterns secret correlations named as big analytics. These useful informations companies organizations help gaining richer deeper insights getting an advantage over competition. For this reason, implementations need be analyzed executed accurately possible. This paper presents overview data's content, scope, samples, methods, advantages challenges discusses privacy concern on it.","Information privacy, Implementation, Data quality, Data mining, Data science, Data set, Data warehouse, Big data, Computer science",0
natural language interface,125966078,NLION: Natural Language Interface for querying ONtologies,,"Question answering, Universal Networking Language, Natural language processing, Natural language user interface, Ontology (information science), Programming language, Computer science, Artificial intelligence",0
natural language interface,2070046067,XRules: an effective structural classifier for XML data,"XML documents have recently become ubiquitous because of their varied applicability in number applications. Classification is an important problem the data mining domain, but current classification methods for use IR-based which each document treated as bag words. Such techniques ignore significant amount information hidden inside documents. In this paper we discuss rule based by using frequent discriminatory substructures within technique more capable finding characteristics addition, can also be extended to cost sensitive classification. We show effectiveness method with respect other classifiers. note that methodology discussed applicable any kind semi-structured data.","Data mining, Computer science, Information retrieval, XML database, XML validation, XML Schema Editor, XML framework, XML schema, Document Structure Description, Simple API for XML, Efficient XML Interchange",0
Big data,1997687853,A fuzzy rough set approach for incremental feature selection on hybrid information systems,"In real-applications, there may exist many kinds of data (e.g., boolean, categorical, real-valued and set-valued data) missing in an information system which is called as Hybrid Information System (HIS). new Distance (HD) HIS developed based on the value difference metric, novel fuzzy rough set constructed by combining HD distance Gaussian kernel. Considering systems often vary with time, updating mechanisms for attribute reduction (feature selection) are analyzed variation set. Fuzzy approaches incremental feature selection presented. Then two corresponding algorithms proposed, respectively. Finally, extensive experiments eight datasets from UCI artificial dataset show that significantly outperform non-incremental computational time.","Categorical variable, Mathematics, Machine learning, Missing data, Artificial intelligence, Feature selection, Information system, Fuzzy logic, Big data, Gaussian function, Rough set, Pattern recognition",0
efficient estimation of word representations in vector space,2067034280,Segmentation of color images via reversible jump MCMC sampling,"Reversible jump Markov chain Monte Carlo (RJMCMC) is recent method which makes it possible to construct reversible samplers that between parameter subspaces of different dimensionality. In this paper, we propose new RJMCMC sampler for multivariate Gaussian mixture identification and apply color image segmentation. For purpose, consider first order random field (MRF) model where the singleton energies derive from distribution second potentials favor similar classes in neighboring pixels. The proposed algorithm finds most likely number classes, their associated parameters generates segmentation by classifying pixels into these classes. estimation done according Maximum Posteriori (MAP) criterion. has been validated on database real images with human segmented ground truth.","Artificial intelligence, Image segmentation, Markov random field, Estimation theory, Maximum a posteriori estimation, Mathematics, Pattern recognition, Reversible-jump Markov chain Monte Carlo, Multivariate normal distribution, Markov chain, Markov chain Monte Carlo",0
converting word to speech,93060608,English speech training using voice conversion.,,"Speech recognition, Voice analysis, Computer science",0
efficient estimation of word representations in vector space,1598403601,Adaptive Bayesian Contour Estimation: A Vector Space Representation Approach,"We propose vector representation approach to contour estimation from noisy data. Images are modeled as random fields composed of set homogeneous regions; contours (boundaries regions) assumed be vectors subspace L2(T) generated by given finite basis; B-splines, Sinc-type, and Fourier bases considered. The main contribution the paper is smoothing criterion, interpretable priori probability, based on Kullback distance between neighboring densities. maximum posteriori probability (MAP) criterion adopted. To solve optimization problem one led (joint contours, dimension, model parameters), we gradient projection type algorithm. experiments performed simulated an real images illustrates potencial proposed methodology","Mathematical optimization, Random field, Vector space, Smoothing, Maximum a posteriori estimation, Active contour model, Mathematics, Subspace topology, Artificial intelligence, Edge detection, Optimization problem, Pattern recognition",0
efficient estimation of word representations in vector space,1555835443,Bayesian Optimization of Text Representations,"When applying machine learning to problems in NLP, there are many choices make about how represent input texts. They can have big effect on performance, but they often uninteresting researchers or practitioners who simply need module that performs well. We apply sequential model-based optimization over this space of and show it makes standard linear models competitive with more sophisticated, expensive state-ofthe-art methods based latent variables neural networks various topic classification sentiment analysis problems. Our approach is first step towards black-box NLP systems work raw text do not require manual tuning.","Latent variable, Artificial intelligence, Bayesian optimization, Machine learning, Natural language processing, Linear model, Artificial neural network, Computer science, Sentiment analysis",0
natural language interface,2048867126,Rapid porting of the Parlance natural language interface,"Developing knowledge bases for AI systems takes too long and costs much. Even ""portable"" system may be expensive to use because its installation time or requires the labor of scarce, highly-trained people. BBN has recently created tool acquisition which dramatically reduces cost installing natural language system.During 1988, used Learner™ configure Parlance™ database interface two different versions large Navy database. The configuration process was performed primarily with development Learner, is software creating bases, vocabulary, mappings that enable Parlance understand questions addressed particular Learner reduced required create configurations from months weeks, demonstrated works effectively on databases many hundreds fields.","Natural language, Natural language processing, Speech recognition, Artificial intelligence, Vocabulary, Installation, Natural language user interface, Computer science, Software, Porting",0
converting word to speech,2128960071,Converting discrete images to partitioning trees,"The discrete space representation of most scientific datasets, generated through instruments or by sampling continuously defined fields, while being simple, is also verbose and structureless. We propose the use particular spatial structure, binary partitioning tree as new to perform efficient geometric computation in discretely domains. ease performing affine transformations, set operations between objects, correct implementation transparency makes good candidate for probing analyzing medical reconstructions, such applications surgery planning prostheses design. multiresolution characteristics can be exploited at interactive rates smooth variation amount geometry. Application ultrasound data segmentation visualization proposed. paper describes methods constructing trees from image/volume set. Discrete operators developed edge detection are used locate discontinuities image which lines/planes containing fitted using either Hough transform hyperplane sort. ordering choice hyperplanes magnitude discontinuities. Various approximations obtained pruning according an error metric. into edgeless regions yield significant compression. hierarchical encoding schema both lossless lossy encodings described.","Hough transform, Image segmentation, Computer vision, Theoretical computer science, Binary space partitioning, Hyperplane, Discrete mathematics, Discrete system, Lossy compression, Artificial intelligence, Edge detection, Space partitioning, Mathematics",0
reinforcement learning in video game,1748709110,Bounds on Sample Size for Policy Evaluation in Markov Environments,"Reinforcement learning means finding the optimal course of action in Markovian environments without knowledge environment's dynamics. Stochastic optimization algorithms used field rely on estimates value policy. Typically, policy is estimated from results simulating that very environment. This approach requires large amount simulation as different points space are considered. In this paper, we develop estimators utilize data gathered when using one to estimate another policy, resulting much more data-efficient algorithms. We consider question accumulating sufficient experience and give PAC-style bounds.","Machine learning, Random field, Computer science, Markov decision process, Q-learning, Artificial intelligence, Reinforcement learning, Stochastic programming, Stochastic optimization, Markov process, Markov chain",0
efficient estimation of word representations in vector space,1443099000,Combining Distributed Vector Representations for Words,"Recent interest in distributed vector representations for words has resulted an increased diversity of approaches, each with strengths and weaknesses. We demonstrate how diverse may be inexpensively composed into hybrid representations, effectively leveraging individual components, as evidenced by substantial improvements on standard word analogy task. further compare these results over different sizes training sets find advantages are more pronounced when data is limited. Finally, we explore the relative impacts differences learning methods themselves size contexts they access.","Artificial intelligence, Machine learning, Natural language processing, Computer science, Strengths and weaknesses, Analogy",0
Big data,2209900197,"Big data, big risks","The 'big data' literature, academic as well professional, has very strong focus on opportunities. Far less attention been paid to the threats that arise from repurposing data, consolidating data multiple sources, applying analytical tools resulting collections, drawing inferences, and acting them. On basis of review quality factors in analytics', illustrated by means scenario analysis, this paper draws moral legal responsibility computing researchers professionals temper their excitement, apply reality checks promotional activities.","Repurposing, Management science, Impact assessment, Decision quality, Big data, Data science, Scenario analysis, Data quality, Engineering",0
efficient estimation of word representations in vector space,1937075317,Rehabilitation of Count-based Models for Word Vector Representations,"Recent works on word representations mostly rely predictive models. Distributed (aka embeddings) are trained to optimally predict the contexts in which corresponding words tend appear. Such models have succeeded capturing similarities as well semantic and syntactic regularities. Instead, we aim at reviving interest model based counts. We present systematic study of use Hellinger distance extract from co-occurrence statistics large text corpora. show that this gives good performance similarity analogy tasks, with proper type size context, dimensionality reduction stochastic low-rank approximation. Besides being both simple intuitive, method also provides an encoding function can be used infer unseen or phrases. This becomes clear advantage compared must train these new words.","Computer science, Machine learning, Artificial intelligence, Natural language processing, Encoding (memory), Hellinger distance, Syntax, Text corpus, Dimensionality reduction, Analogy",0
converting word to speech,2117419877,Scale transform in speech analysis,"In this paper, we study the scale transform of spectral-envelope speech utterances by different speakers. This is motivated hypothesis that formant frequencies between speakers are approximately related scaling constant for given vowel. The has fundamental property magnitude scale-transform function X(f) and its scaled version /spl radic//spl alpha/X(/spl alpha/f) same. methods presented here useful in reducing variations acoustic features. We show F-ratio tests indicate better separability vowels using based features than mel-transform data used comparison consist 200 four extracted from TIMIT database.","Speech recognition, TIMIT, Speech processing, Signal-to-noise ratio, Artificial intelligence, Magnitude (mathematics), Pattern recognition, Scaling, Standardization, Vowel, Formant, Computer science",0
Big data,2053381312,"Big Data, Big Knowledge: Big Data for Personalized Healthcare","The idea that the purely phenomenological knowledge we can extract by analyzing large amounts of data be useful in healthcare seems to contradict desire VPH researchers build detailed mechanistic models for individual patients. But practice no model is ever entirely or mechanistic. We propose this position paper big analytics successfully combined with technologies produce robust and effective silico medicine solutions. In order do this, must further developed cope some specific requirements emerge from application. Such are: working sensitive data; complex heterogeneous spaces, including nontextual information; distributed management under security performance constraints; specialized integrate bioinformatics systems biology information clinical observations at tissue, organ organisms scales; define “physiological envelope” during daily life each patient. These domain-specific suggest need targeted funding, which becomes research priority.","Virtual Physiological Human, Position paper, Analytics, Data management, Computer science, In silico medicine, Big data, Systems biology, Data mining, Data modeling",0
converting word to speech,2038475577,Connecting language to the world,"Language in the World How does language relate to non-linguistic world? If an agent is able communicate linguistically and also directly perceive and/or act on world, how do perception, action, interact with influence each other? Such questions are surely amongst most important Cognitive Science Artificial Intelligence (AI). Language, after all, central aspect of human mind indeed it may be what distinguishes us from other species. There sometimes tendency academic world study isolation, as formal system rules for well-constructed sentences; or focus relates notations such symbolic logic. But did not evolve isolated way communicating logic; presumably evolved mechanism exchanging information about ultimately providing medium cultural transmission across generations. Motivated by these observations, goal this special issue bring together research AI that focuses relating physical world. course used non-physical referents, but ubiquity metaphor [21] suggests grounding provides foundations semantics.","Universal Networking Language, Language technology, Machine learning, Action language, Comprehension approach, Natural language processing, Object language, Language industry, Cognitive science, Sign system, Sociology of language, Computer science, Artificial intelligence",0
reinforcement learning in video game,51389567,Structured Prioritised Sweeping,,"Artificial intelligence, Bellman equation, Q-learning, Machine learning, Reinforcement learning, State space, Computer science",0
converting word to speech,2106122655,From work to word: How do software developers describe their work?,"Developers take notes about their work sessions, either to remember the status and share it with collaborators, or because employers explicitly require this for project management matters. We report on an exploratory study which aims at understanding how software developers describe work. analyzed more than 750,000 descriptions of 2,000 professionals taken over years in three settings. observed several similarities content time meta-data descriptions. Most frequent terms, such as top-30 performed activities, are used consistently. Particular templates “ACTION concerning ARTIFACT CAUSE” occur frequently. described sessions that last 30–120 min. 4–16 times day. Maintaining diaries seems consume between 3–6% total time, 10% did not sufficient detail. argue our results make first step towards automatically generating developers.","Software bug, Data mining, Exploratory research, Working time, Vocabulary, Project manager, Software development, Project management, Software, Computer science, Knowledge management",0
reinforcement learning in video game,1964886424,REINFORCEMENT LEARNING IN MARKOVIAN EVOLUTIONARY GAMES,population of agents plays stochastic dynamic game wherein there is an underlying state process with Markovian dynamics that also affects their costs. learning mechanism proposed which takes into account intertemporal effects and incorporates explicit expectation formation. The use this scheme to update mixed strategies incrementally. asymptotic behavior captured by associated ordinary differential equation. Both the formulation analysis draw upon theory reinforcement in artificial intelligence.,"Machine learning, Ordinary differential equation, Artificial intelligence, Sequential game, Reinforcement learning, Mathematics, Mathematical optimization, Population, Markov process, Asymptotic analysis",0
converting word to speech,1971772794,Moved but not gone: an evaluation of real-time methods for discovering replacement web pages,"Inaccessible Web pages and 404 ""Page Not Found"" responses are common phenomenon detriment to the user's browsing experience. The rediscovery of missing is, therefore, relevant research topic in digital preservation as well Information Retrieval realm. In this article, we bring these two areas together by analyzing four content- link-based methods rediscover pages. We investigate retrieval performance individually their combinations give an insight into how effective over time. As main result work, able recommend not only best performing but also sequence which they should be applied, based on performance, complexity required generate them, evolution Our least complex single method results rate almost $$70\,\%$$ 70 our sample dataset URIs sampled from Open Directory Project (DMOZ). By increasing level combining three different methods, show increase success up $$77\,\%$$ 77 results, dataset, indicate that often completely lost have moved location ""just"" need rediscovered.","Web page, Static web page, Information retrieval, Data mining, Web development, Computer science, Web 2.0, HITS algorithm, Printer-friendly, Web mapping, Web search engine",0
converting word to speech,2405329321,Preserving word-level emphasis in speech-to-speech translation using linear regression HSMMs.,"In speech, emphasis is an important type of paralinguistic information that helps convey the focus utterance, new information, and emotion. If can be incorporated into speech-to-speech (S2S) translation system, it will possible to this across language barrier. However, previous related work focuses only on particular prosodic features, such as F0, or works with but extremely small vocabularies, 10 digits. paper, we describe S2S method able translate languages consider multiple features power, duration over larger vocabularies. We do so by introducing two components: word-level estimation using linear regression hidden semi-Markov models, translates target conditional random fields. The text-to-speech synthesis system also modified synthesize emphasized speech. result shows our correctly 91.6% -measure for objective test, 87.8% subjective test.","Paralanguage, Conditional random field, Artificial intelligence, Speech translation, Pattern recognition, Computer science, Utterance, Linear regression, Objective test",0
converting word to speech,1619526613,A tool for converting from MARC to FRBR,"The FRBR model is by many considered to be an important contribution the next generation of bibliographic catalogues, but major challenge for library community how use this on already existing MARC-based catalogues. This problem requires solution interpretation and conversion MARC records, tool kind developed as part Norwegian BIBSYS project. based systematic approach process designed adaptable rules applied in different","Data mining, Information retrieval, Computer science",0
natural language interface,1507291169,Natural language human-machine interface using artificial neural networks,"In this paper there is natural language interface presented, which consists of the intelligent mechanisms human identification, speech recognition, word and command syntax result analysis, safety assessment, technological process supervision as well reaction assessment. also review selected issues on recognition commands in given by operator device. view offered complexity operator’s words using neural networks made few layers neurons. The presents research results automatic artificial networks.","Machine learning, Natural language, Constructed language, Intelligent character recognition, Artificial intelligence, Time delay neural network, Artificial neural network, Natural language user interface, Syntax, Operator (computer programming), Computer science",0
Big data,2061556416,Big Data Framework,"We are constantly being told that we live in the Information Era Age of BIG data. It is clearly apparent organizations need to employ data-driven decision making gain competitive advantage. Processing, integrating and interacting with more data should make it better data, providing both panoramic granular views aid strategic making. This made possible via Big Data exploiting affordable usable Computational Storage Resources. Many offerings based on Map-Reduce Hadoop paradigms most focus solely analytical side. Nonetheless, many respects remains unclear what actually is, current appear as isolated silos difficult integrate and/or utilize existing systems. Paper addresses this lacunae by characterising facets proposing framework which applications can be developed. The consists three Stages seven Layers divide application into modular blocks. aim enable manage architect very large advantage allowing management have handle processing.","Business intelligence, Computer science, Data virtualization, Competitive advantage, Data integration, Data quality, Data warehouse, Data mining, Data modeling, Big data",0
reinforcement learning in video game,2099100618,GENERAL GAME-PLAYING AND REINFORCEMENT LEARNING,"This paper gives blueprint for the development of fully domain-independent single-agent and multi-agent heuristic search system. It graph-theoretic representation problems based on conceptual graphs, outlines two different learning systems. One, an ``informed learner,"" makes use definition problem or game in playing adapting to given environment. The other, ``blind is not access rules domain, but must discover then exploit underlying mathematical structure domain. Relevant work others referenced within context blueprint. To illustrate further how one might go about creating general game-playing agents, we show can generalize understanding obtained with Morph chess system all games involving interactions abstract relations. An example monitor such domains presented, along implementation blind informed known as MorphII. Performance results MorphII are preliminary encouraging provide few more data points which understand evaluate","Computer science, Artificial intelligence, Machine learning, Heuristic, Reinforcement learning, Blueprint, Artificial neural network, Search problem, Exploit, General game playing, Mathematical structure",0
reinforcement learning in video game,1593902729,Measuring Expert Impact on Learning how to Play a Board Game,"We investigate systematically the impact of human intervention in training computer players strategy board game. In that game, utilise reinforcement learning with neural networks for evolving their playing strategies and demonstrate slow speed. Human can significantly enhance performance, but carrying it out seems to be more problem an integrated game development environment as opposed automatic evolutionary learning.","Learning classifier system, Machine learning, Robot learning, Artificial neural network, Reinforcement learning, Video game development, Computer science, Artificial intelligence",0
converting word to speech,2003471189,Fast webpage classification using URL features,"We demonstrate the usefulness of uniform resource locator (URL) alone in performing web page classification. This approach is faster than typical classification, as pages do not have to be fetched and analyzed. Our segments URL into meaningful chunks adds component, sequential orthographic features model salient patterns. The resulting are used supervised maximum entropy modeling. analyze our approach's effectiveness on two standardized domains. results show that certain scenarios, URL-based methods performance current state-of-the-art full-text link-based methods.","Data mining, Information retrieval, URL normalization, Web page, Principle of maximum entropy, Computer science, Rewrite engine, Orthographic projection",0
efficient estimation of word representations in vector space,1968628558,Unsupervised parallel image classification using Markovian models,"Abstract This paper deals with the problem of unsupervised classification images modeled by Markov random fields (MRF). If model parameters are known then we have various methods to solve segmentation (simulated annealing (SA), iterated conditional modes (ICM), etc). However, when unknown, becomes more difficult. One has estimate hidden label field only from observed image. Herein, interested in parameter estimation related monogrid and hierarchical MRF models. The basic idea is similar expectation–maximization (EM) algorithm: recursively look at maximum posteriori (MAP) given estimated parameters, likelihood (ML) tentative labeling obtained previous step. supposed be number classes, all other estimated. proposed algorithms been implemented on Connection Machine CM200. Comparative experiments performed both noisy synthetic data real images.","Random field, Machine learning, Markov random field, Markov model, Artificial intelligence, Contextual image classification, Maximum a posteriori estimation, Estimation theory, Expectation–maximization algorithm, Iterated conditional modes, Pattern recognition, Mathematics",0
Big data,2098422937,Beyond Big Data,,"Computer science, Business intelligence, Software analytics, Analytics, Semantic analytics, Data acquisition, Visual analytics, Cultural analytics, Data science, Data mining, Big data",0
Big data,187443400,Big Data Benchmark - Big DS,"Performance and scalability in clusters of heterogeneous complex Big Data Analytic environments are always unpredictable. In this paper, we trying to address problem by using benchmark named “Big DS”. The adopts many great ideas from some famous industry benchmarks like TPC-H [1], TPC-DS SPECvirt_sc2010 [2] SPECjbb2005 [2], also adopt non-standard liked TeraSort [3], SWIM [4], etc. By defining configurable workload for different big data analytics environment, DS can be used measuring the performance platform or environment business.","Data mining, Workload, Analytics, Big data, Scalability, Data warehouse, Computer science",0
converting word to speech,1483377252,Incremental Speech Translation,Graph Theory and Natural Language Processing.- Unification-Based Formalisms for Translation in MILC: Structure Implementation.- Experiments Results.- Conclusion Outlook.,"Machine translation software usability, Transfer-based machine translation, Machine translation, Example-based machine translation, Speech recognition, Speech translation, Natural language processing, Computer science, Rule-based machine translation, Artificial intelligence, Unification, Computer-assisted translation",0
converting word to speech,2098919590,Punjabi Machine Transliteration,"Machine Transliteration is to transcribe word written in script with approximate phonetic equivalence another language. It useful for machine translation, cross-lingual information retrieval, multilingual text and speech processing. Punjabi (PMT) special case of transliteration process converting from Shahmukhi (based on Arabic script) Gurmukhi (derivation Landa, Shardha Takri, old scripts Indian subcontinent), two Punjabi, irrespective the type word.The System uses rules (character mappings dependency rules) words into Gurmukhi. The PMT system can transliterate every Shahmukhi.","Speech recognition, Speech processing, Arabic script, Machine translation, Natural language processing, Special case, Scripting language, Transliteration, Computer science, Artificial intelligence",0
Big data,124223554,Learning and modeling big data.,,"Artificial intelligence, Machine learning, Computer science, Data science, Big data",0
natural language interface,168216068,Natural Language Interface Using Shallow Parsing.,"This paper deals with natural language interface, which accepts questions as inputs and generates textual responses. In processing, key-word matching based paradigm generate answers, however these answers frequently affected by certain dependant phenomena such semantic symmetry ambiguous modification. Available techniques, described in the literature, deal problems using depth parsing. this paper, we will present rules to tackle linguistic shallow parsing discuss advantages of novel Natural Language Interface comprising algorithms conjunction some intelligent techniques train system. Experimental results show that approach can analyze wide range high accuracy produce reasonable","Parsing, Natural language, Artificial intelligence, Machine learning, Computer science, Natural language user interface, Shallow parsing",0
converting word to speech,1611318214,Using Unknown Word Techniques to Learn Known Words,"Unknown words are hindrance to the performance of hand-crafted computational grammars natural language. However, with incomplete and incorrect lexical entries pose an even bigger problem because they can be cause parsing failure despite being listed in lexicon grammar. Such hard detect harder correct.  We employ error miner pinpoint problematic entries. An automated acquisition technique is then used learn new for those which allows grammar parse previously uncovered sentences successfully.  We test our method on large-scale Dutch set this fails produce parse. The application enables cover 83.76% accuracy 86.15%.","Speech recognition, Artificial intelligence, Natural language processing, Parsing, Computer science, Phrase structure rules, Link grammar, Word grammar, Attribute grammar, Regular tree grammar, Lexical item, Lexical grammar",0
